Nome,Email,Telefone,Usuario,Senha,Matricula,ContaCorrente,DataNascimento
Przemyslawa,oskamp.przemyslawa@acme.com,67 9687-0473,Oskamp,1707,1453,1923-473,1987-10-30 00:00:00.000
Kenton,garnham.kenton@acme.com,67 9687-0474,Garnham,1708,1454,1923-474,1985-09-28 00:00:00.000
Mario,rodite.mario@acme.com,67 9687-0475,Rodite,1709,1455,1923-475,1987-01-19 00:00:00.000
Kokou,iisaka.kokou@acme.com,67 9687-0476,Iisaka,1710,1456,1923-476,1987-09-20 00:00:00.000
Guoxiang,trogemann.guoxiang@acme.com,67 9687-0477,Trogemann,1711,1457,1923-477,1989-03-04 00:00:00.000
Maik,ushiama.maik@acme.com,67 9687-0478,Ushiama,1712,1458,1923-478,1992-06-09 00:00:00.000
Duro,coney.duro@acme.com,67 9687-0479,Coney,1713,1459,1923-479,1987-02-28 00:00:00.000
Make,baba.make@acme.com,67 9687-0480,Baba,1714,1460,1923-480,1988-05-18 00:00:00.000
Yongmao,pintelas.yongmao@acme.com,67 9687-0481,Pintelas,1715,1461,1923-481,1988-10-06 00:00:00.000
Goa,pleszkun.goa@acme.com,67 9687-0482,Pleszkun,1716,1462,1923-482,1991-07-20 00:00:00.000
Zhiwei,anick.zhiwei@acme.com,67 9687-0483,Anick,1717,1463,1923-483,1992-11-08 00:00:00.000
Nirmal,varley.nirmal@acme.com,67 9687-0484,Varley,1718,1464,1923-484,1995-10-31 00:00:00.000
Teruyuki,sundgren.teruyuki@acme.com,67 9687-0485,Sundgren,1719,1465,1923-485,1985-10-27 00:00:00.000
Amstein,kossowski.amstein@acme.com,67 9687-0486,Kossowski,1720,1466,1923-486,1987-10-08 00:00:00.000
Perla,middleton.perla@acme.com,67 9687-0487,Middleton,1721,1467,1923-487,1992-08-14 00:00:00.000
Mihalis,heering.mihalis@acme.com,67 9687-0488,Heering,1722,1468,1923-488,1994-06-09 00:00:00.000
Elvia,homond.elvia@acme.com,67 9687-0489,Homond,1723,1469,1923-489,1989-09-10 00:00:00.000
Huiqun,vuskovic.huiqun@acme.com,67 9687-0490,Vuskovic,1724,1470,1923-490,1992-10-07 00:00:00.000
Garnik,narahari.garnik@acme.com,67 9687-0491,Narahari,1725,1471,1923-491,1990-01-17 00:00:00.000
Lobel,kumaresan.lobel@acme.com,67 9687-0492,Kumaresan,1726,1472,1923-492,1988-04-24 00:00:00.000
Maris,haraldson.maris@acme.com,67 9687-0493,Haraldson,1727,1473,1923-493,1992-05-16 00:00:00.000
Yakkov,servieres.yakkov@acme.com,67 9687-0494,Servieres,1728,1474,1923-494,1986-01-18 00:00:00.000
Anyuan,zhiwei.anyuan@acme.com,67 9687-0495,Zhiwei,1729,1475,1923-495,1985-09-29 00:00:00.000
Gretta,baig.gretta@acme.com,67 9687-0496,Baig,1730,1476,1923-496,1987-02-26 00:00:00.000
Pramod,rabehasaina.pramod@acme.com,67 9687-0497,Rabehasaina,1731,1477,1923-497,1992-01-22 00:00:00.000
Valter,cappelletti.valter@acme.com,67 9687-0498,Cappelletti,1732,1478,1923-498,1988-02-01 00:00:00.000
Maik,luft.maik@acme.com,67 9687-0499,Luft,1733,1479,1923-499,1989-11-23 00:00:00.000
,,,,,,,1996-12-16 00:00:00.000
